412.4451,413.7464,417.6344,424.0617,432.9491,444.1857,457.6288,473.1042,490.4057,509.2957,529.5046,550.7316,572.6443,594.8793,617.0418,638.7063,659.4163,678.6847,677.6995,472.7571,471.5335,19440
433.6140,434.7794,438.2597,444.0074,451.9433,461.9565,473.9046,487.6135,502.8774,519.4592,537.0902,555.4703,574.2681,593.1210,611.6351,629.3856,645.9166,660.7413,659.8812,457.9136,456.7650,19680
452.4512,453.4808,456.5537,461.6224,468.6080,477.3998,487.8555,499.8013,513.0321,527.3110,542.3699,557.9094,573.5986,589.0758,603.9477,617.7905,630.1492,640.5383,639.8034,439.4812,438.4132,19920
468.9599,469.8539,472.5202,476.9113,482.9484,490.5210,499.4872,509.6735,520.8751,532.8558,545.3481,558.0530,570.6407,582.7503,593.9897,603.9364,612.1371,618.1083,617.4984,418.0403,417.0573,20160
483.1447,483.9034,486.1638,489.8786,494.9691,501.3251,508.8050,517.2358,526.4130,536.1011,546.0333,555.9115,565.4069,574.1596,581.7790,587.8439,591.9026,593.4729,592.9875,394.1009,393.2063,20400
495.0105,495.6342,497.4897,500.5298,504.6761,509.8185,515.8158,522.4956,529.6539,537.0558,544.4352,551.4950,557.9069,563.3121,567.3206,569.5117,569.4337,566.6039,566.2418,368.1421,367.3381,20640
504.5630,505.0521,506.5038,508.8710,512.0754,516.0074,520.5260,525.4591,530.6033,535.7240,540.5555,544.8009,548.1319,550.1892,550.5818,548.8871,544.6502,537.3833,537.1429,340.6342,339.9215,20880
511.8081,512.1628,513.2115,514.9071,517.1715,519.8951,522.9370,526.1252,529.2561,532.0948,534.3750,535.7984,536.0350,534.7223,531.4650,525.8341,517.3655,505.5590,505.4387,312.0505,311.4285,21120
516.7487,516.9691,517.6148,518.6388,519.9625,521.4762,523.0385,524.4765,525.5855,526.1287,525.8370,524.4084,521.5076,516.7647,509.7743,500.0938,487.2411,470.6924,470.6902,282.8774,282.3438,21360
519.3804,519.4660,519.7067,520.0554,520.4327,520.7278,520.7978,520.4673,519.5284,517.7400,514.8269,510.4791,504.3505,496.0570,485.1747,471.2366,453.7297,432.0896,432.2042,253.6233,253.1741,21600
519.6839,519.6327,519.4632,519.1269,518.5431,517.5985,516.1466,514.0075,510.9668,506.7748,501.1454,493.7541,484.2359,472.1826,457.1392,438.5995,416.0002,388.7136,388.9447,224.8301,224.4595,21840
517.6143,517.4229,516.8319,515.7913,514.2173,511.9922,508.9631,504.9417,499.7027,492.9818,484.4744,473.8321,460.6596,444.5104,424.8812,401.2049,372.8421,339.0703,339.4191,197.0851,196.7850,22080
513.0874,512.7493,511.7172,509.9382,507.3235,503.7478,499.0480,493.0220,485.4265,475.9745,464.3321,450.1140,432.8788,412.1218,387.2677,357.6594,322.5466,281.0697,281.5405,171.0245,170.7848,22320
505.9604,505.4650,503.9599,501.3873,497.6506,492.6125,486.0940,477.8719,467.6756,455.1834,440.0176,421.7385,399.8365,373.7231,342.7189,306.0395,262.7780,211.8836,212.4852,147.3060,147.1147,22560
496.0073,495.3387,493.3112,489.8603,484.8772,478.2073,469.6476,458.9437,445.7850,429.7995,410.5467,387.5089,360.0810,327.5566,289.1130,243.7912,190.4729,127.8522,128.6013,126.5029,126.3476,22800
482.8882,482.0223,479.3998,474.9460,468.5349,459.9866,449.0641,435.4687,418.8336,398.7164,374.5899,345.8299,311.7013,271.3407,223.7352,167.6980,101.8381,24.5249,25.4506,108.8804,108.7516,23040
466.1112,465.0142,461.6938,456.0613,447.9666,437.1953,423.4635,406.4123,385.5988,360.4868,330.4338,294.6760,252.3098,202.2700,143.3030,73.9359,-7.5611,-103.2181,-102.0737,94.2068,94.0990,23280
444.9936,443.6193,439.4611,432.4113,422.2880,408.8308,391.6943,370.4403,344.5272,313.2970,275.9595,231.5721,179.0169,116.9716,43.8756,-42.1125,-143.1653,-261.8501,-260.4511,82.5782,82.4720,23520
418.6229,416.9107,411.7306,402.9508,390.3479,373.6014,352.2859,325.8603,293.6534,254.8468,208.4522,153.2838,87.9227,10.6719,-80.5014,-188.0422,-314.9097,-464.7171,-463.1379,80.0349,79.7898,23760
385.8056,383.6756,377.2313,366.3075,350.6238,329.7762,303.2249,270.2772,230.0637,181.5070,123.2788,53.7401,-29.1417,-127.9113,-245.7983,-386.9759,-556.9535,-763.1888,-762.2857,129.3635,128.0430,24000
